station_number,state_code,state_name,country
35093,QLD,Queensland,Australia
35094,QLD,Queensland,Australia
35095,QLD,Queensland,Australia
35096,QLD,Queensland,Australia
35097,QLD,Queensland,Australia
35098,QLD,Queensland,Australia
35099,QLD,Queensland,Australia
35100,QLD,Queensland,Australia
35101,QLD,Queensland,Australia
35102,QLD,Queensland,Australia
35103,QLD,Queensland,Australia
35104,QLD,Queensland,Australia
35105,QLD,Queensland,Australia
35106,QLD,Queensland,Australia
35107,QLD,Queensland,Australia
35108,QLD,Queensland,Australia
35109,QLD,Queensland,Australia
35110,QLD,Queensland,Australia
35111,QLD,Queensland,Australia
35112,QLD,Queensland,Australia
35113,QLD,Queensland,Australia
35114,QLD,Queensland,Australia
35115,QLD,Queensland,Australia
35116,QLD,Queensland,Australia
35117,QLD,Queensland,Australia
35118,QLD,Queensland,Australia
35119,QLD,Queensland,Australia
35120,QLD,Queensland,Australia
35121,QLD,Queensland,Australia
35122,QLD,Queensland,Australia
35123,QLD,Queensland,Australia
35124,QLD,Queensland,Australia
35125,QLD,Queensland,Australia
35126,QLD,Queensland,Australia
35127,QLD,Queensland,Australia
35128,QLD,Queensland,Australia
35129,QLD,Queensland,Australia
35130,QLD,Queensland,Australia
35131,QLD,Queensland,Australia
35132,QLD,Queensland,Australia
35133,QLD,Queensland,Australia
35134,QLD,Queensland,Australia
35135,QLD,Queensland,Australia
35136,QLD,Queensland,Australia
35137,QLD,Queensland,Australia
35138,QLD,Queensland,Australia
35139,QLD,Queensland,Australia
35140,QLD,Queensland,Australia
35141,QLD,Queensland,Australia
35142,QLD,Queensland,Australia
35143,QLD,Queensland,Australia
35144,QLD,Queensland,Australia
35145,QLD,Queensland,Australia
35146,QLD,Queensland,Australia
35147,QLD,Queensland,Australia
35148,QLD,Queensland,Australia
35149,QLD,Queensland,Australia
35150,QLD,Queensland,Australia
35151,QLD,Queensland,Australia
35152,QLD,Queensland,Australia
35153,QLD,Queensland,Australia
35154,QLD,Queensland,Australia
35155,QLD,Queensland,Australia
35156,QLD,Queensland,Australia
35157,QLD,Queensland,Australia
35158,QLD,Queensland,Australia
35159,QLD,Queensland,Australia
35160,QLD,Queensland,Australia
35161,QLD,Queensland,Australia
35162,QLD,Queensland,Australia
35163,QLD,Queensland,Australia
35164,QLD,Queensland,Australia
35165,QLD,Queensland,Australia
35166,QLD,Queensland,Australia
35167,QLD,Queensland,Australia
35168,QLD,Queensland,Australia
35169,QLD,Queensland,Australia
35170,QLD,Queensland,Australia
35171,QLD,Queensland,Australia
35172,QLD,Queensland,Australia
35173,QLD,Queensland,Australia
35174,QLD,Queensland,Australia
35175,QLD,Queensland,Australia
35176,QLD,Queensland,Australia
35177,QLD,Queensland,Australia
35178,QLD,Queensland,Australia
35179,QLD,Queensland,Australia
35180,QLD,Queensland,Australia
35181,QLD,Queensland,Australia
35182,QLD,Queensland,Australia
35183,QLD,Queensland,Australia
35184,QLD,Queensland,Australia
35185,QLD,Queensland,Australia
35186,QLD,Queensland,Australia
35187,QLD,Queensland,Australia
35188,QLD,Queensland,Australia
35189,QLD,Queensland,Australia
35190,QLD,Queensland,Australia
35191,QLD,Queensland,Australia
35192,QLD,Queensland,Australia
35193,QLD,Queensland,Australia
35194,QLD,Queensland,Australia
35195,QLD,Queensland,Australia
35196,QLD,Queensland,Australia
35197,QLD,Queensland,Australia
35198,QLD,Queensland,Australia
35199,QLD,Queensland,Australia
35200,QLD,Queensland,Australia
35201,QLD,Queensland,Australia
35202,QLD,Queensland,Australia
35203,QLD,Queensland,Australia
35204,QLD,Queensland,Australia
35205,QLD,Queensland,Australia
35206,QLD,Queensland,Australia
35207,QLD,Queensland,Australia
35208,QLD,Queensland,Australia
35209,QLD,Queensland,Australia
35210,QLD,Queensland,Australia
35211,QLD,Queensland,Australia
35212,QLD,Queensland,Australia
35213,QLD,Queensland,Australia
35214,QLD,Queensland,Australia
35215,QLD,Queensland,Australia
35216,QLD,Queensland,Australia
35217,QLD,Queensland,Australia
35218,QLD,Queensland,Australia
35219,QLD,Queensland,Australia
35220,QLD,Queensland,Australia
35221,QLD,Queensland,Australia
35222,QLD,Queensland,Australia
35223,QLD,Queensland,Australia
35224,QLD,Queensland,Australia
35225,QLD,Queensland,Australia
35226,QLD,Queensland,Australia
35227,QLD,Queensland,Australia
35228,QLD,Queensland,Australia
35229,QLD,Queensland,Australia
35230,QLD,Queensland,Australia
35231,QLD,Queensland,Australia
35232,QLD,Queensland,Australia
35233,QLD,Queensland,Australia
35234,QLD,Queensland,Australia
35235,QLD,Queensland,Australia
35236,QLD,Queensland,Australia
35237,QLD,Queensland,Australia
35238,QLD,Queensland,Australia
35239,QLD,Queensland,Australia
35240,QLD,Queensland,Australia
35241,QLD,Queensland,Australia
35242,QLD,Queensland,Australia
35243,QLD,Queensland,Australia
35244,QLD,Queensland,Australia
35245,QLD,Queensland,Australia
35246,QLD,Queensland,Australia
35247,QLD,Queensland,Australia
35248,QLD,Queensland,Australia
35249,QLD,Queensland,Australia
35250,QLD,Queensland,Australia
35251,QLD,Queensland,Australia
35252,QLD,Queensland,Australia
35253,QLD,Queensland,Australia
35254,QLD,Queensland,Australia
35255,QLD,Queensland,Australia
35256,QLD,Queensland,Australia
35257,QLD,Queensland,Australia
35258,QLD,Queensland,Australia
35259,QLD,Queensland,Australia
35260,QLD,Queensland,Australia
35261,QLD,Queensland,Australia
35262,QLD,Queensland,Australia
35263,QLD,Queensland,Australia
35264,QLD,Queensland,Australia
35265,QLD,Queensland,Australia
35266,QLD,Queensland,Australia
35267,QLD,Queensland,Australia
35268,QLD,Queensland,Australia
35269,QLD,Queensland,Australia
35270,QLD,Queensland,Australia
35271,QLD,Queensland,Australia
35272,QLD,Queensland,Australia
35273,QLD,Queensland,Australia
35274,QLD,Queensland,Australia
35275,QLD,Queensland,Australia
35276,QLD,Queensland,Australia
35277,QLD,Queensland,Australia
35278,QLD,Queensland,Australia
35279,QLD,Queensland,Australia
35280,QLD,Queensland,Australia
35281,QLD,Queensland,Australia
35282,QLD,Queensland,Australia
35283,QLD,Queensland,Australia
35284,QLD,Queensland,Australia
35285,QLD,Queensland,Australia
35286,QLD,Queensland,Australia
35287,QLD,Queensland,Australia
35288,QLD,Queensland,Australia
35289,QLD,Queensland,Australia
35290,QLD,Queensland,Australia
35291,QLD,Queensland,Australia
35292,QLD,Queensland,Australia
35293,QLD,Queensland,Australia
35294,QLD,Queensland,Australia
35295,QLD,Queensland,Australia
36000,QLD,Queensland,Australia
36001,QLD,Queensland,Australia
36002,QLD,Queensland,Australia
36003,QLD,Queensland,Australia
36004,QLD,Queensland,Australia
36005,QLD,Queensland,Australia
36006,QLD,Queensland,Australia
36007,QLD,Queensland,Australia
36008,QLD,Queensland,Australia
36009,QLD,Queensland,Australia
36010,QLD,Queensland,Australia
36011,QLD,Queensland,Australia
36012,QLD,Queensland,Australia
36013,QLD,Queensland,Australia
36014,QLD,Queensland,Australia
36015,QLD,Queensland,Australia
36016,QLD,Queensland,Australia
36017,QLD,Queensland,Australia
36018,QLD,Queensland,Australia
36019,QLD,Queensland,Australia
36020,QLD,Queensland,Australia
36021,QLD,Queensland,Australia
36022,QLD,Queensland,Australia
36023,QLD,Queensland,Australia
36024,QLD,Queensland,Australia
36025,QLD,Queensland,Australia
36026,QLD,Queensland,Australia
36027,QLD,Queensland,Australia
36028,QLD,Queensland,Australia
36029,QLD,Queensland,Australia
36030,QLD,Queensland,Australia
36031,QLD,Queensland,Australia
36032,QLD,Queensland,Australia
36033,QLD,Queensland,Australia
36034,QLD,Queensland,Australia
36035,QLD,Queensland,Australia
36036,QLD,Queensland,Australia
36037,QLD,Queensland,Australia
36038,QLD,Queensland,Australia
36039,QLD,Queensland,Australia
36040,QLD,Queensland,Australia
36041,QLD,Queensland,Australia
36042,QLD,Queensland,Australia
36043,QLD,Queensland,Australia
36044,QLD,Queensland,Australia
36045,QLD,Queensland,Australia
36046,QLD,Queensland,Australia
36047,QLD,Queensland,Australia
36048,QLD,Queensland,Australia
36049,QLD,Queensland,Australia
36050,QLD,Queensland,Australia
36051,QLD,Queensland,Australia
36052,QLD,Queensland,Australia
36053,QLD,Queensland,Australia
36054,QLD,Queensland,Australia
36055,QLD,Queensland,Australia
36056,QLD,Queensland,Australia
36057,QLD,Queensland,Australia
36058,QLD,Queensland,Australia
36059,QLD,Queensland,Australia
36060,QLD,Queensland,Australia
36061,QLD,Queensland,Australia
36062,QLD,Queensland,Australia
36063,QLD,Queensland,Australia
36064,QLD,Queensland,Australia
36065,QLD,Queensland,Australia
36066,QLD,Queensland,Australia
36067,QLD,Queensland,Australia
36068,QLD,Queensland,Australia
36069,QLD,Queensland,Australia
36070,QLD,Queensland,Australia
36071,QLD,Queensland,Australia
36072,QLD,Queensland,Australia
36073,QLD,Queensland,Australia
36074,QLD,Queensland,Australia
36075,QLD,Queensland,Australia
36076,QLD,Queensland,Australia
36077,QLD,Queensland,Australia
36078,QLD,Queensland,Australia
36079,QLD,Queensland,Australia
36080,QLD,Queensland,Australia
36081,QLD,Queensland,Australia
36082,QLD,Queensland,Australia
36083,QLD,Queensland,Australia
36084,QLD,Queensland,Australia
36085,QLD,Queensland,Australia
36086,QLD,Queensland,Australia
36087,QLD,Queensland,Australia
36088,QLD,Queensland,Australia
36089,QLD,Queensland,Australia
36090,QLD,Queensland,Australia
36091,QLD,Queensland,Australia
36092,QLD,Queensland,Australia
36093,QLD,Queensland,Australia
36094,QLD,Queensland,Australia
36095,QLD,Queensland,Australia
36096,QLD,Queensland,Australia
36097,QLD,Queensland,Australia
36098,QLD,Queensland,Australia
36099,QLD,Queensland,Australia
36100,QLD,Queensland,Australia
36101,QLD,Queensland,Australia
36102,QLD,Queensland,Australia
36103,QLD,Queensland,Australia
36104,QLD,Queensland,Australia
36105,QLD,Queensland,Australia
36106,QLD,Queensland,Australia
36107,QLD,Queensland,Australia
36108,QLD,Queensland,Australia
36109,QLD,Queensland,Australia
36110,QLD,Queensland,Australia
36111,QLD,Queensland,Australia
36112,QLD,Queensland,Australia
36113,QLD,Queensland,Australia
36114,QLD,Queensland,Australia
36115,QLD,Queensland,Australia
36116,QLD,Queensland,Australia
36117,QLD,Queensland,Australia
36118,QLD,Queensland,Australia
36119,QLD,Queensland,Australia
36120,QLD,Queensland,Australia
36121,QLD,Queensland,Australia
36122,QLD,Queensland,Australia
36123,QLD,Queensland,Australia
36124,QLD,Queensland,Australia
36125,QLD,Queensland,Australia
36126,QLD,Queensland,Australia
36127,QLD,Queensland,Australia
36128,QLD,Queensland,Australia
36129,QLD,Queensland,Australia
36130,QLD,Queensland,Australia
36131,QLD,Queensland,Australia
36132,QLD,Queensland,Australia
36133,QLD,Queensland,Australia
36134,QLD,Queensland,Australia
36135,QLD,Queensland,Australia
36136,QLD,Queensland,Australia
36137,QLD,Queensland,Australia
36138,QLD,Queensland,Australia
36139,QLD,Queensland,Australia
36140,QLD,Queensland,Australia
36141,QLD,Queensland,Australia
36142,QLD,Queensland,Australia
36143,QLD,Queensland,Australia
36144,QLD,Queensland,Australia
36145,QLD,Queensland,Australia
36146,QLD,Queensland,Australia
36147,QLD,Queensland,Australia
36148,QLD,Queensland,Australia
36149,QLD,Queensland,Australia
36150,QLD,Queensland,Australia
36151,QLD,Queensland,Australia
36152,QLD,Queensland,Australia
36153,QLD,Queensland,Australia
36154,QLD,Queensland,Australia
36155,QLD,Queensland,Australia
36156,QLD,Queensland,Australia
36157,QLD,Queensland,Australia
36158,QLD,Queensland,Australia
36159,QLD,Queensland,Australia
36160,QLD,Queensland,Australia
36161,QLD,Queensland,Australia
36162,QLD,Queensland,Australia
36163,QLD,Queensland,Australia
36164,QLD,Queensland,Australia
36165,QLD,Queensland,Australia
36166,QLD,Queensland,Australia
36167,QLD,Queensland,Australia
36168,QLD,Queensland,Australia
36169,QLD,Queensland,Australia
36170,QLD,Queensland,Australia
36171,QLD,Queensland,Australia
36172,QLD,Queensland,Australia
37000,QLD,Queensland,Australia
37001,QLD,Queensland,Australia
37002,QLD,Queensland,Australia
37003,QLD,Queensland,Australia
37004,QLD,Queensland,Australia
37005,QLD,Queensland,Australia
37006,QLD,Queensland,Australia
37007,QLD,Queensland,Australia
37008,QLD,Queensland,Australia
37009,QLD,Queensland,Australia
37010,QLD,Queensland,Australia
37011,QLD,Queensland,Australia
37012,QLD,Queensland,Australia
37013,QLD,Queensland,Australia
37014,QLD,Queensland,Australia
37015,QLD,Queensland,Australia
37016,QLD,Queensland,Australia
37017,QLD,Queensland,Australia
37018,QLD,Queensland,Australia
37019,QLD,Queensland,Australia
37020,QLD,Queensland,Australia
37021,QLD,Queensland,Australia
37022,QLD,Queensland,Australia
37023,QLD,Queensland,Australia
37024,QLD,Queensland,Australia
37025,QLD,Queensland,Australia
37026,QLD,Queensland,Australia
37027,QLD,Queensland,Australia
37028,QLD,Queensland,Australia
37029,QLD,Queensland,Australia
37030,QLD,Queensland,Australia
37031,QLD,Queensland,Australia
37032,QLD,Queensland,Australia
37033,QLD,Queensland,Australia
37034,QLD,Queensland,Australia
37035,QLD,Queensland,Australia
37036,QLD,Queensland,Australia
37037,QLD,Queensland,Australia
37038,QLD,Queensland,Australia
37039,QLD,Queensland,Australia
37040,QLD,Queensland,Australia
37041,QLD,Queensland,Australia
37042,QLD,Queensland,Australia
37043,QLD,Queensland,Australia
37044,QLD,Queensland,Australia
37045,QLD,Queensland,Australia
37046,QLD,Queensland,Australia
37047,QLD,Queensland,Australia
37048,QLD,Queensland,Australia
37049,QLD,Queensland,Australia
37050,QLD,Queensland,Australia
37051,QLD,Queensland,Australia
37052,QLD,Queensland,Australia
37055,QLD,Queensland,Australia
37056,QLD,Queensland,Australia
37057,QLD,Queensland,Australia
37058,QLD,Queensland,Australia
37059,QLD,Queensland,Australia
37060,QLD,Queensland,Australia
37061,QLD,Queensland,Australia
37062,QLD,Queensland,Australia
37063,QLD,Queensland,Australia
37064,QLD,Queensland,Australia
37065,QLD,Queensland,Australia
37066,QLD,Queensland,Australia
37067,QLD,Queensland,Australia
37069,QLD,Queensland,Australia
37070,QLD,Queensland,Australia
37072,QLD,Queensland,Australia
37073,QLD,Queensland,Australia
37074,QLD,Queensland,Australia
37075,QLD,Queensland,Australia
37076,QLD,Queensland,Australia
37077,QLD,Queensland,Australia
37078,QLD,Queensland,Australia
37079,QLD,Queensland,Australia
37081,QLD,Queensland,Australia
37082,QLD,Queensland,Australia
37083,QLD,Queensland,Australia
37084,QLD,Queensland,Australia
37085,QLD,Queensland,Australia
37086,QLD,Queensland,Australia
37088,QLD,Queensland,Australia
37089,QLD,Queensland,Australia
37090,QLD,Queensland,Australia
37091,QLD,Queensland,Australia
37093,QLD,Queensland,Australia
37094,QLD,Queensland,Australia
37095,QLD,Queensland,Australia
37096,QLD,Queensland,Australia
37097,QLD,Queensland,Australia
37098,QLD,Queensland,Australia
37099,QLD,Queensland,Australia
37100,QLD,Queensland,Australia
37101,QLD,Queensland,Australia
37102,QLD,Queensland,Australia
37103,QLD,Queensland,Australia
37104,QLD,Queensland,Australia
37105,QLD,Queensland,Australia
37106,QLD,Queensland,Australia
37107,QLD,Queensland,Australia
37108,QLD,Queensland,Australia
37109,QLD,Queensland,Australia
37110,QLD,Queensland,Australia
37111,QLD,Queensland,Australia
37112,QLD,Queensland,Australia
37113,QLD,Queensland,Australia
37114,QLD,Queensland,Australia
37115,QLD,Queensland,Australia
37116,QLD,Queensland,Australia
37117,QLD,Queensland,Australia
37118,QLD,Queensland,Australia
37119,QLD,Queensland,Australia
37120,QLD,Queensland,Australia
37121,QLD,Queensland,Australia
37122,QLD,Queensland,Australia
38000,QLD,Queensland,Australia
38001,QLD,Queensland,Australia
38002,QLD,Queensland,Australia
38003,QLD,Queensland,Australia
38004,QLD,Queensland,Australia
38005,QLD,Queensland,Australia
38006,QLD,Queensland,Australia
38007,QLD,Queensland,Australia
38008,QLD,Queensland,Australia
38009,QLD,Queensland,Australia
38010,QLD,Queensland,Australia
38011,QLD,Queensland,Australia
38012,QLD,Queensland,Australia
38013,QLD,Queensland,Australia
38014,QLD,Queensland,Australia
38015,QLD,Queensland,Australia
38016,QLD,Queensland,Australia
38017,QLD,Queensland,Australia
38018,QLD,Queensland,Australia
38019,QLD,Queensland,Australia
38020,QLD,Queensland,Australia
38021,QLD,Queensland,Australia
38022,QLD,Queensland,Australia
38023,QLD,Queensland,Australia
38024,QLD,Queensland,Australia
38025,QLD,Queensland,Australia
38026,QLD,Queensland,Australia
38027,QLD,Queensland,Australia
38028,QLD,Queensland,Australia
38029,QLD,Queensland,Australia
38030,QLD,Queensland,Australia
38031,QLD,Queensland,Australia
38032,QLD,Queensland,Australia
38033,QLD,Queensland,Australia
38034,QLD,Queensland,Australia
38035,QLD,Queensland,Australia
38036,QLD,Queensland,Australia
38037,QLD,Queensland,Australia
38038,QLD,Queensland,Australia
38039,QLD,Queensland,Australia
38040,QLD,Queensland,Australia
